id_student,code_module,code_presentation,assignment_id,task_type,assignment_weight,due_at_day_offset,submitted_at_day_offset,relative_due_position,grade_score,is_late,gender,age_band,disability,history_avg_delay,history_late_count,history_assessment_count,history_late_ratio,history_avg_score,history_score_variance,snapshot_day_rel,snapshot_day_abs,time_to_deadline_days,label_late,snapshot_id,teacher_prob
10000,17007,Unknown,633638.0,Homework,1.0,63.0,63.0,0.6176470588235294,1.0,0,M,0-35,N,1086.298215471381,0.0,11.0,0.0,1.0,0.0,0,63.0,0.0,0,10717,0.981528639793396
10000,17007,Unknown,634296.0,Homework,1.0,69.0,69.0,0.6764705882352942,1.0,0,M,0-35,N,995.772527955247,0.0,12.0,0.0,1.0,0.0,-7,62.0,7.0,0,20,0.9827049374580383
10000,17007,Unknown,634296.0,Homework,1.0,69.0,69.0,0.6764705882352942,1.0,0,M,0-35,N,995.772527955247,0.0,12.0,0.0,1.0,0.0,-3,66.0,3.0,0,5369,0.9827648997306824
10000,17007,Unknown,634296.0,Homework,1.0,69.0,69.0,0.6764705882352942,1.0,0,M,0-35,N,995.772527955247,0.0,12.0,0.0,1.0,0.0,0,69.0,0.0,0,10718,0.9818945527076721
10000,16488,Unknown,642803.0,Homework,30.0,71.0,71.0,0.6826923076923077,0.0,0,M,0-35,N,-1.1945283564814817,0.0,4.0,0.0,0.5,0.5773502691896257,-7,64.0,7.0,0,4,0.20971640944480896
10000,16488,Unknown,642803.0,Homework,30.0,71.0,71.0,0.6826923076923077,0.0,0,M,0-35,N,-1.1945283564814817,0.0,4.0,0.0,0.5,0.5773502691896257,-3,68.0,3.0,0,5353,0.2155754417181015
10000,16488,Unknown,642803.0,Homework,30.0,71.0,71.0,0.6826923076923077,0.0,0,M,0-35,N,-1.1945283564814817,0.0,4.0,0.0,0.5,0.5773502691896257,0,71.0,0.0,0,10702,0.24304091930389404
10000,18659,Unknown,643370.0,Quiz,20.0,65.0,65.0,0.65,15.0,0,M,0-35,N,-0.0030015432098765,0.0,3.0,0.0,40.333333333333336,41.28357219685977,-7,58.0,7.0,0,41,0.63084876537323
10000,18659,Unknown,643370.0,Quiz,20.0,65.0,65.0,0.65,15.0,0,M,0-35,N,-0.0030015432098765,0.0,3.0,0.0,40.333333333333336,41.28357219685977,-3,62.0,3.0,0,5390,0.6307559013366699
10000,18659,Unknown,643370.0,Quiz,20.0,65.0,65.0,0.65,15.0,0,M,0-35,N,-0.0030015432098765,0.0,3.0,0.0,40.333333333333336,41.28357219685977,0,65.0,0.0,0,10739,0.6425777673721313
10000,19899,Unknown,644442.0,Homework,1.0,308.0,308.0,0.9194029850746268,1.0,0,M,0-35,N,687.4031491296297,1.0,5.0,0.2,0.2,0.4472135954999579,-7,301.0,7.0,0,49,0.9834348559379578
10000,19899,Unknown,644442.0,Homework,1.0,308.0,308.0,0.9194029850746268,1.0,0,M,0-35,N,687.4031491296297,1.0,5.0,0.2,0.2,0.4472135954999579,-3,305.0,3.0,0,5398,0.9834806323051453
10000,19899,Unknown,644442.0,Homework,1.0,308.0,308.0,0.9194029850746268,1.0,0,M,0-35,N,687.4031491296297,1.0,5.0,0.2,0.2,0.4472135954999579,0,308.0,0.0,0,10747,0.9826217889785767
10000,17007,Unknown,647365.0,Homework,1.0,76.0,76.0,0.7450980392156863,1.0,0,M,0-35,N,919.1290152991454,0.0,13.0,0.0,1.0,0.0,-7,69.0,7.0,0,21,0.9984523057937622
